"","site","Uplot","ID.x","plot","pot","source","start.height","post.trans.condition","mid.condition","fall.condition","fr.total","fr.fl.total","size1","MID.stem.number","MID.max.stem","size2","FALL.stem.number","FALL.max.stem","size1_ln","size2_ln","surv0","surv_end","surv1","surv2","start.height_ln","fec","pFlower","start","ID.y","GROUP","CODE","SITE","PLOT","SUBSTRATE","silt","sand","gravel","cobble","boulder","slab","H_silt","H_sand","H_gravel","H_cobble","H_boulder","H_slab","SUM","aspect","Densi_raw_Mean","Asp_Expo","Densi_cover","Particle_mean","Particle_even","moist_score","Vert._dist_wat","Horiz_dist_to_wat","tot_area_Seasonal","plot_slope","WatAREA__to_bankAREA","X.x","X.y","ID1","ID2","Latitude","Longitude","Elevation","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","LR1","LR2","LR3","LR4","LR5","LR6","LR7","LR8","LR9","LR10","GAM1","GAM2","GAM3","GAM4","GAM5","GAM6","GAM7","GAM8","GAM9","GAM10","RF1","RF2","RF3","RF4","RF5","RF6","RF7","RF8","RF9","RF10","BRT1","BRT2","BRT3","BRT4","BRT5","BRT6","BRT7","BRT8","BRT9","BRT10","MAX1","MAX2","MAX3","MAX4","MAX5","MAX6","MAX7","MAX8","MAX9","MAX10","LR","GAM","RF","BRT","MAX","ENSEMBLE","site_type","start_sd","ENSEMBLE_sd","moist_score_sd"
"73","CALAPOOIA","CALAPOOIAP09","tran_462","P09",3,"C",60,"A","","",0,0,17,5,4,35,7,6,2.89037175789616,3.58351893845611,1,1,1,1,4.11087386417331,NA,0,1.42437089789373,1,1,"CALAPOOIA P09.2","CALAPOOIA","P09","cobble",0,20,10,70,0,0,"#NUM!","-3.E-01","-2.E-01","-2.E-01","#NUM!","#NUM!",100,100,46,80,47.84,0.78,0.8,4,0.2,10.61,2.915,0.1,1.95,NA,29,"trans","Calapooia Creek",44.359642,-122.842906,146,11.89,10.46,42.51,510.63,26.8,2.2,24.6,6.37,18.52,18.52,6.03,1293,210,13,63.86,597,84,84,560,0.38,0.44,0.41,0.37,0.41,0.27,0.36,0.44,0.44,0.52,0.44,0.47,0.36,0.35,0.4,0.29,0.38,0.4,0.36,0.53,0.52,0.17,0.12,0.14,0.5,0.06,0.26,0.4,0.13,0.2,0.29,0.04,0.04,0.04,0.27,0.02,0.05,0.44,0.2,0.07,0.42,0.42,0.37,0.38,0.48,0.36,0.35,0.46,0.4,0.42,0.4,0.4,0.25,0.15,0.41,0.3,"beyond",0.471230532019059,-0.420678327369454,1.07546777352876
"74","CALAPOOIA","CALAPOOIAP09","tran_463","P09",2,"R",10,"A","","",0,0,4,2,2,NA,0,0,1.6094379124341,NA,1,0,1,0,2.39789527279837,NA,NA,0.603558007287658,1,1,"CALAPOOIA P09.2","CALAPOOIA","P09","cobble",0,20,10,70,0,0,"#NUM!","-3.E-01","-2.E-01","-2.E-01","#NUM!","#NUM!",100,100,46,80,47.84,0.78,0.8,4,0.2,10.61,2.915,0.1,1.95,NA,29,"trans","Calapooia Creek",44.359642,-122.842906,146,11.89,10.46,42.51,510.63,26.8,2.2,24.6,6.37,18.52,18.52,6.03,1293,210,13,63.86,597,84,84,560,0.38,0.44,0.41,0.37,0.41,0.27,0.36,0.44,0.44,0.52,0.44,0.47,0.36,0.35,0.4,0.29,0.38,0.4,0.36,0.53,0.52,0.17,0.12,0.14,0.5,0.06,0.26,0.4,0.13,0.2,0.29,0.04,0.04,0.04,0.27,0.02,0.05,0.44,0.2,0.07,0.42,0.42,0.37,0.38,0.48,0.36,0.35,0.46,0.4,0.42,0.4,0.4,0.25,0.15,0.41,0.3,"beyond",-0.536825510645572,-0.420678327369454,1.07546777352876
"75","CALAPOOIA","CALAPOOIAP10","tran_527","P10",2,"C",32,"A","","",0,0,0.5,1,0.5,NA,0,0,0.405465108108164,NA,1,0,NA,NA,3.49650756146648,NA,NA,0.834266587907961,1,1,"CALAPOOIA P10.2","CALAPOOIA","P10","cobble",5,10,25,30,30,0,"-1.E-01","-2.E-01","-3.E-01","-4.E-01","-4.E-01","#NUM!",100,130,55,50,57.2,0.78,1.45,4,0.17,9.91,2.475,0.11,2.03,NA,29,"trans","Calapooia Creek",44.359642,-122.842906,146,11.89,10.46,42.51,510.63,26.8,2.2,24.6,6.37,18.52,18.52,6.03,1293,210,13,63.86,597,84,84,560,0.38,0.44,0.41,0.37,0.41,0.27,0.36,0.44,0.44,0.52,0.44,0.47,0.36,0.35,0.4,0.29,0.38,0.4,0.36,0.53,0.52,0.17,0.12,0.14,0.5,0.06,0.26,0.4,0.13,0.2,0.29,0.04,0.04,0.04,0.27,0.02,0.05,0.44,0.2,0.07,0.42,0.42,0.37,0.38,0.48,0.36,0.35,0.46,0.4,0.42,0.4,0.4,0.25,0.15,0.41,0.3,"beyond",-0.253487881021902,-0.420678327369454,1.07546777352876
"76","CALAPOOIA","CALAPOOIAP10","tran_528","P10",1,"R",3,"A","","",0,0,8,1,8,14,1,14,2.19722457733622,2.70805020110221,1,1,1,1,1.38629436111989,NA,0,0.202492379723188,1,1,"CALAPOOIA P10.2","CALAPOOIA","P10","cobble",5,10,25,30,30,0,"-1.E-01","-2.E-01","-3.E-01","-4.E-01","-4.E-01","#NUM!",100,130,55,50,57.2,0.78,1.45,4,0.17,9.91,2.475,0.11,2.03,NA,29,"trans","Calapooia Creek",44.359642,-122.842906,146,11.89,10.46,42.51,510.63,26.8,2.2,24.6,6.37,18.52,18.52,6.03,1293,210,13,63.86,597,84,84,560,0.38,0.44,0.41,0.37,0.41,0.27,0.36,0.44,0.44,0.52,0.44,0.47,0.36,0.35,0.4,0.29,0.38,0.4,0.36,0.53,0.52,0.17,0.12,0.14,0.5,0.06,0.26,0.4,0.13,0.2,0.29,0.04,0.04,0.04,0.27,0.02,0.05,0.44,0.2,0.07,0.42,0.42,0.37,0.38,0.48,0.36,0.35,0.46,0.4,0.42,0.4,0.4,0.25,0.15,0.41,0.3,"beyond",-1.02938189468691,-0.420678327369454,1.07546777352876
"77","CALAPOOIA","CALAPOOIAP10","tran_529","P10",2,"C",32,"A","","",0,0,37,5,13,32,4,14,3.63758615972639,3.49650756146648,1,1,1,1,3.49650756146648,NA,0,0.834266587907961,1,1,"CALAPOOIA P10.2","CALAPOOIA","P10","cobble",5,10,25,30,30,0,"-1.E-01","-2.E-01","-3.E-01","-4.E-01","-4.E-01","#NUM!",100,130,55,50,57.2,0.78,1.45,4,0.17,9.91,2.475,0.11,2.03,NA,29,"trans","Calapooia Creek",44.359642,-122.842906,146,11.89,10.46,42.51,510.63,26.8,2.2,24.6,6.37,18.52,18.52,6.03,1293,210,13,63.86,597,84,84,560,0.38,0.44,0.41,0.37,0.41,0.27,0.36,0.44,0.44,0.52,0.44,0.47,0.36,0.35,0.4,0.29,0.38,0.4,0.36,0.53,0.52,0.17,0.12,0.14,0.5,0.06,0.26,0.4,0.13,0.2,0.29,0.04,0.04,0.04,0.27,0.02,0.05,0.44,0.2,0.07,0.42,0.42,0.37,0.38,0.48,0.36,0.35,0.46,0.4,0.42,0.4,0.4,0.25,0.15,0.41,0.3,"beyond",-0.253487881021902,-0.420678327369454,1.07546777352876
"78","CALAPOOIA","CALAPOOIAP10","tran_530","P10",2,"R",38,"A","","",0,0,20,4,9,16,2,9,3.04452243772342,2.83321334405622,1,1,1,1,3.66356164612965,NA,0,0.869347945687226,1,1,"CALAPOOIA P10.2","CALAPOOIA","P10","cobble",5,10,25,30,30,0,"-1.E-01","-2.E-01","-3.E-01","-4.E-01","-4.E-01","#NUM!",100,130,55,50,57.2,0.78,1.45,4,0.17,9.91,2.475,0.11,2.03,NA,29,"trans","Calapooia Creek",44.359642,-122.842906,146,11.89,10.46,42.51,510.63,26.8,2.2,24.6,6.37,18.52,18.52,6.03,1293,210,13,63.86,597,84,84,560,0.38,0.44,0.41,0.37,0.41,0.27,0.36,0.44,0.44,0.52,0.44,0.47,0.36,0.35,0.4,0.29,0.38,0.4,0.36,0.53,0.52,0.17,0.12,0.14,0.5,0.06,0.26,0.4,0.13,0.2,0.29,0.04,0.04,0.04,0.27,0.02,0.05,0.44,0.2,0.07,0.42,0.42,0.37,0.38,0.48,0.36,0.35,0.46,0.4,0.42,0.4,0.4,0.25,0.15,0.41,0.3,"beyond",-0.210403793163394,-0.420678327369454,1.07546777352876
"79","CALAPOOIA","CALAPOOIAP10","tran_531","P10",4,"R",72,"A","","",0,0,21,5,6,NA,0,0,3.09104245335832,NA,1,0,1,0,4.29045944114839,NA,NA,1.95908837087084,1,1,"CALAPOOIA P10.2","CALAPOOIA","P10","cobble",5,10,25,30,30,0,"-1.E-01","-2.E-01","-3.E-01","-4.E-01","-4.E-01","#NUM!",100,130,55,50,57.2,0.78,1.45,4,0.17,9.91,2.475,0.11,2.03,NA,29,"trans","Calapooia Creek",44.359642,-122.842906,146,11.89,10.46,42.51,510.63,26.8,2.2,24.6,6.37,18.52,18.52,6.03,1293,210,13,63.86,597,84,84,560,0.38,0.44,0.41,0.37,0.41,0.27,0.36,0.44,0.44,0.52,0.44,0.47,0.36,0.35,0.4,0.29,0.38,0.4,0.36,0.53,0.52,0.17,0.12,0.14,0.5,0.06,0.26,0.4,0.13,0.2,0.29,0.04,0.04,0.04,0.27,0.02,0.05,0.44,0.2,0.07,0.42,0.42,0.37,0.38,0.48,0.36,0.35,0.46,0.4,0.42,0.4,0.4,0.25,0.15,0.41,0.3,"beyond",1.1279273089848,-0.420678327369454,1.07546777352876
"80","CALAPOOIA","CALAPOOIAP10","tran_532","P10",3,"R",74,"A","","",1,1,40,3,21,51,4,25,3.71357206670431,3.95124371858143,1,1,1,1,4.31748811353631,1,1,1.48842131519626,1,1,"CALAPOOIA P10.2","CALAPOOIA","P10","cobble",5,10,25,30,30,0,"-1.E-01","-2.E-01","-3.E-01","-4.E-01","-4.E-01","#NUM!",100,130,55,50,57.2,0.78,1.45,4,0.17,9.91,2.475,0.11,2.03,NA,29,"trans","Calapooia Creek",44.359642,-122.842906,146,11.89,10.46,42.51,510.63,26.8,2.2,24.6,6.37,18.52,18.52,6.03,1293,210,13,63.86,597,84,84,560,0.38,0.44,0.41,0.37,0.41,0.27,0.36,0.44,0.44,0.52,0.44,0.47,0.36,0.35,0.4,0.29,0.38,0.4,0.36,0.53,0.52,0.17,0.12,0.14,0.5,0.06,0.26,0.4,0.13,0.2,0.29,0.04,0.04,0.04,0.27,0.02,0.05,0.44,0.2,0.07,0.42,0.42,0.37,0.38,0.48,0.36,0.35,0.46,0.4,0.42,0.4,0.4,0.25,0.15,0.41,0.3,"beyond",0.549892077099487,-0.420678327369454,1.07546777352876
"81","CALAPOOIA","CALAPOOIAP10","tran_533","P10",1,"R",3,"A","","",0,0,12,1,12,NA,0,0,2.56494935746154,NA,1,0,1,0,1.38629436111989,NA,NA,0.202492379723188,1,1,"CALAPOOIA P10.2","CALAPOOIA","P10","cobble",5,10,25,30,30,0,"-1.E-01","-2.E-01","-3.E-01","-4.E-01","-4.E-01","#NUM!",100,130,55,50,57.2,0.78,1.45,4,0.17,9.91,2.475,0.11,2.03,NA,29,"trans","Calapooia Creek",44.359642,-122.842906,146,11.89,10.46,42.51,510.63,26.8,2.2,24.6,6.37,18.52,18.52,6.03,1293,210,13,63.86,597,84,84,560,0.38,0.44,0.41,0.37,0.41,0.27,0.36,0.44,0.44,0.52,0.44,0.47,0.36,0.35,0.4,0.29,0.38,0.4,0.36,0.53,0.52,0.17,0.12,0.14,0.5,0.06,0.26,0.4,0.13,0.2,0.29,0.04,0.04,0.04,0.27,0.02,0.05,0.44,0.2,0.07,0.42,0.42,0.37,0.38,0.48,0.36,0.35,0.46,0.4,0.42,0.4,0.4,0.25,0.15,0.41,0.3,"beyond",-1.02938189468691,-0.420678327369454,1.07546777352876
"82","CALAPOOIA","CALAPOOIAP10","tran_534","P10",1,"R",1.5,"A","","",0,0,NA,0,0,NA,0,0,NA,NA,1,0,0,NA,0.916290731874155,NA,NA,0.150791980506157,1,1,"CALAPOOIA P10.2","CALAPOOIA","P10","cobble",5,10,25,30,30,0,"-1.E-01","-2.E-01","-3.E-01","-4.E-01","-4.E-01","#NUM!",100,130,55,50,57.2,0.78,1.45,4,0.17,9.91,2.475,0.11,2.03,NA,29,"trans","Calapooia Creek",44.359642,-122.842906,146,11.89,10.46,42.51,510.63,26.8,2.2,24.6,6.37,18.52,18.52,6.03,1293,210,13,63.86,597,84,84,560,0.38,0.44,0.41,0.37,0.41,0.27,0.36,0.44,0.44,0.52,0.44,0.47,0.36,0.35,0.4,0.29,0.38,0.4,0.36,0.53,0.52,0.17,0.12,0.14,0.5,0.06,0.26,0.4,0.13,0.2,0.29,0.04,0.04,0.04,0.27,0.02,0.05,0.44,0.2,0.07,0.42,0.42,0.37,0.38,0.48,0.36,0.35,0.46,0.4,0.42,0.4,0.4,0.25,0.15,0.41,0.3,"beyond",-1.09287614585592,-0.420678327369454,1.07546777352876
"83","CALAPOOIA","CALAPOOIAP10","tran_535","P10",1,"C",4,"A","HERB","HERB",0,0,1,1,1,NA,0,0,0.693147180559945,NA,1,0,1,0,1.6094379124341,NA,NA,0.227038170367751,1,1,"CALAPOOIA P10.2","CALAPOOIA","P10","cobble",5,10,25,30,30,0,"-1.E-01","-2.E-01","-3.E-01","-4.E-01","-4.E-01","#NUM!",100,130,55,50,57.2,0.78,1.45,4,0.17,9.91,2.475,0.11,2.03,NA,29,"trans","Calapooia Creek",44.359642,-122.842906,146,11.89,10.46,42.51,510.63,26.8,2.2,24.6,6.37,18.52,18.52,6.03,1293,210,13,63.86,597,84,84,560,0.38,0.44,0.41,0.37,0.41,0.27,0.36,0.44,0.44,0.52,0.44,0.47,0.36,0.35,0.4,0.29,0.38,0.4,0.36,0.53,0.52,0.17,0.12,0.14,0.5,0.06,0.26,0.4,0.13,0.2,0.29,0.04,0.04,0.04,0.27,0.02,0.05,0.44,0.2,0.07,0.42,0.42,0.37,0.38,0.48,0.36,0.35,0.46,0.4,0.42,0.4,0.4,0.25,0.15,0.41,0.3,"beyond",-0.999236738751359,-0.420678327369454,1.07546777352876
"84","COAST","COASTP01","tran_588","P01",3,"C",154,"A","HERB","HERB",1,1,68,7,18,59,5,26,4.23410650459726,4.0943445622221,1,1,1,1,5.04342511691925,1,1,1.71346178624497,1,1,"COAST P01.2","COAST","P01","slab",0,30,10,10,0,50,"#NUM!","-4.E-01","-2.E-01","-2.E-01","#NUM!","-3.E-01",100,100,77.5,80,80.6,0.795,1.17,3,0.31,6.55,2.665,0.13,0.38,NA,27,"trans","Coast Fork Willamette",43.6517,-123.08797,260,11.3,11.61,45.17,515.86,26.7,1,25.7,5.67,17.88,17.88,5.38,1264,207,7,66.99,583,58,58,551,0.32,0.4,0.42,0.35,0.4,0.29,0.36,0.33,0.4,0.49,0.31,0.34,0.43,0.37,0.34,0.38,0.47,0.45,0.38,0.59,0.34,0.28,0.51,0.59,0.26,0.47,0.39,0.3,0.41,0.52,0.04,0.23,0.69,0.19,0.09,0.59,0.56,0.13,0.42,0.74,0.35,0.41,0.43,0.4,0.39,0.39,0.41,0.44,0.43,0.44,0.38,0.41,0.41,0.37,0.41,0.3925,"occupied",0.826268592723217,0.152094372268809,0.104309583385733
"85","COAST","COASTP01","tran_589","P01",2,"C",NA,"A","HERB","HERB",0,0,1,1,1,NA,0,0,0.693147180559945,NA,1,0,1,0,NA,NA,NA,NA,1,1,"COAST P01.2","COAST","P01","slab",0,30,10,10,0,50,"#NUM!","-4.E-01","-2.E-01","-2.E-01","#NUM!","-3.E-01",100,100,77.5,80,80.6,0.795,1.17,3,0.31,6.55,2.665,0.13,0.38,NA,27,"trans","Coast Fork Willamette",43.6517,-123.08797,260,11.3,11.61,45.17,515.86,26.7,1,25.7,5.67,17.88,17.88,5.38,1264,207,7,66.99,583,58,58,551,0.32,0.4,0.42,0.35,0.4,0.29,0.36,0.33,0.4,0.49,0.31,0.34,0.43,0.37,0.34,0.38,0.47,0.45,0.38,0.59,0.34,0.28,0.51,0.59,0.26,0.47,0.39,0.3,0.41,0.52,0.04,0.23,0.69,0.19,0.09,0.59,0.56,0.13,0.42,0.74,0.35,0.41,0.43,0.4,0.39,0.39,0.41,0.44,0.43,0.44,0.38,0.41,0.41,0.37,0.41,0.3925,"occupied",NA,0.152094372268809,0.104309583385733
"86","COAST","COASTP01","tran_590","P01",4,"C",23,"A","HERB","HERB",0,0,1,1,1,NA,0,0,0.693147180559945,NA,1,0,1,0,3.17805383034795,NA,NA,1.50300207044266,1,1,"COAST P01.2","COAST","P01","slab",0,30,10,10,0,50,"#NUM!","-4.E-01","-2.E-01","-2.E-01","#NUM!","-3.E-01",100,100,77.5,80,80.6,0.795,1.17,3,0.31,6.55,2.665,0.13,0.38,NA,27,"trans","Coast Fork Willamette",43.6517,-123.08797,260,11.3,11.61,45.17,515.86,26.7,1,25.7,5.67,17.88,17.88,5.38,1264,207,7,66.99,583,58,58,551,0.32,0.4,0.42,0.35,0.4,0.29,0.36,0.33,0.4,0.49,0.31,0.34,0.43,0.37,0.34,0.38,0.47,0.45,0.38,0.59,0.34,0.28,0.51,0.59,0.26,0.47,0.39,0.3,0.41,0.52,0.04,0.23,0.69,0.19,0.09,0.59,0.56,0.13,0.42,0.74,0.35,0.41,0.43,0.4,0.39,0.39,0.41,0.44,0.43,0.44,0.38,0.41,0.41,0.37,0.41,0.3925,"occupied",0.567798982072551,0.152094372268809,0.104309583385733
"87","COAST","COASTP01","tran_591","P01",1,"C",7,"A","HERB","HERB",0,0,1,1,1,NA,0,0,0.693147180559945,NA,1,0,1,0,2.07944154167984,NA,NA,0.278738569584782,1,1,"COAST P01.2","COAST","P01","slab",0,30,10,10,0,50,"#NUM!","-4.E-01","-2.E-01","-2.E-01","#NUM!","-3.E-01",100,100,77.5,80,80.6,0.795,1.17,3,0.31,6.55,2.665,0.13,0.38,NA,27,"trans","Coast Fork Willamette",43.6517,-123.08797,260,11.3,11.61,45.17,515.86,26.7,1,25.7,5.67,17.88,17.88,5.38,1264,207,7,66.99,583,58,58,551,0.32,0.4,0.42,0.35,0.4,0.29,0.36,0.33,0.4,0.49,0.31,0.34,0.43,0.37,0.34,0.38,0.47,0.45,0.38,0.59,0.34,0.28,0.51,0.59,0.26,0.47,0.39,0.3,0.41,0.52,0.04,0.23,0.69,0.19,0.09,0.59,0.56,0.13,0.42,0.74,0.35,0.41,0.43,0.4,0.39,0.39,0.41,0.44,0.43,0.44,0.38,0.41,0.41,0.37,0.41,0.3925,"occupied",-0.935742487582351,0.152094372268809,0.104309583385733
"88","COAST","COASTP01","tran_595","P01",1,"C",2,"D","HERB","HERB",0,0,NA,0,0,NA,0,0,NA,NA,0,NA,NA,NA,1.09861228866811,NA,NA,0.170847351753492,1,1,"COAST P01.2","COAST","P01","slab",0,30,10,10,0,50,"#NUM!","-4.E-01","-2.E-01","-2.E-01","#NUM!","-3.E-01",100,100,77.5,80,80.6,0.795,1.17,3,0.31,6.55,2.665,0.13,0.38,NA,27,"trans","Coast Fork Willamette",43.6517,-123.08797,260,11.3,11.61,45.17,515.86,26.7,1,25.7,5.67,17.88,17.88,5.38,1264,207,7,66.99,583,58,58,551,0.32,0.4,0.42,0.35,0.4,0.29,0.36,0.33,0.4,0.49,0.31,0.34,0.43,0.37,0.34,0.38,0.47,0.45,0.38,0.59,0.34,0.28,0.51,0.59,0.26,0.47,0.39,0.3,0.41,0.52,0.04,0.23,0.69,0.19,0.09,0.59,0.56,0.13,0.42,0.74,0.35,0.41,0.43,0.4,0.39,0.39,0.41,0.44,0.43,0.44,0.38,0.41,0.41,0.37,0.41,0.3925,"occupied",-1.06824576004554,0.152094372268809,0.104309583385733
"89","COAST","COASTP01","tran_592","P01",2,"C",NA,"A","HERB","HERB",0,0,21,5,12,11,3,9,3.09104245335832,2.484906649788,1,1,1,1,NA,NA,0,NA,1,1,"COAST P01.2","COAST","P01","slab",0,30,10,10,0,50,"#NUM!","-4.E-01","-2.E-01","-2.E-01","#NUM!","-3.E-01",100,100,77.5,80,80.6,0.795,1.17,3,0.31,6.55,2.665,0.13,0.38,NA,27,"trans","Coast Fork Willamette",43.6517,-123.08797,260,11.3,11.61,45.17,515.86,26.7,1,25.7,5.67,17.88,17.88,5.38,1264,207,7,66.99,583,58,58,551,0.32,0.4,0.42,0.35,0.4,0.29,0.36,0.33,0.4,0.49,0.31,0.34,0.43,0.37,0.34,0.38,0.47,0.45,0.38,0.59,0.34,0.28,0.51,0.59,0.26,0.47,0.39,0.3,0.41,0.52,0.04,0.23,0.69,0.19,0.09,0.59,0.56,0.13,0.42,0.74,0.35,0.41,0.43,0.4,0.39,0.39,0.41,0.44,0.43,0.44,0.38,0.41,0.41,0.37,0.41,0.3925,"occupied",NA,0.152094372268809,0.104309583385733
"90","COAST","COASTP01","tran_593","P01",2,"C",23,"A","HERB","HERB",0,0,1,1,1,NA,0,0,0.693147180559945,NA,1,0,1,0,3.17805383034795,NA,NA,0.767391304373069,1,1,"COAST P01.2","COAST","P01","slab",0,30,10,10,0,50,"#NUM!","-4.E-01","-2.E-01","-2.E-01","#NUM!","-3.E-01",100,100,77.5,80,80.6,0.795,1.17,3,0.31,6.55,2.665,0.13,0.38,NA,27,"trans","Coast Fork Willamette",43.6517,-123.08797,260,11.3,11.61,45.17,515.86,26.7,1,25.7,5.67,17.88,17.88,5.38,1264,207,7,66.99,583,58,58,551,0.32,0.4,0.42,0.35,0.4,0.29,0.36,0.33,0.4,0.49,0.31,0.34,0.43,0.37,0.34,0.38,0.47,0.45,0.38,0.59,0.34,0.28,0.51,0.59,0.26,0.47,0.39,0.3,0.41,0.52,0.04,0.23,0.69,0.19,0.09,0.59,0.56,0.13,0.42,0.74,0.35,0.41,0.43,0.4,0.39,0.39,0.41,0.44,0.43,0.44,0.38,0.41,0.41,0.37,0.41,0.3925,"occupied",-0.335618698463721,0.152094372268809,0.104309583385733
"91","COAST","COASTP01","tran_594","P01",1,"C",0.5,"D","HERB","HERB",0,0,NA,0,0,NA,0,0,NA,NA,0,NA,NA,NA,0.405465108108164,NA,NA,0.0946011618918981,1,1,"COAST P01.2","COAST","P01","slab",0,30,10,10,0,50,"#NUM!","-4.E-01","-2.E-01","-2.E-01","#NUM!","-3.E-01",100,100,77.5,80,80.6,0.795,1.17,3,0.31,6.55,2.665,0.13,0.38,NA,27,"trans","Coast Fork Willamette",43.6517,-123.08797,260,11.3,11.61,45.17,515.86,26.7,1,25.7,5.67,17.88,17.88,5.38,1264,207,7,66.99,583,58,58,551,0.32,0.4,0.42,0.35,0.4,0.29,0.36,0.33,0.4,0.49,0.31,0.34,0.43,0.37,0.34,0.38,0.47,0.45,0.38,0.59,0.34,0.28,0.51,0.59,0.26,0.47,0.39,0.3,0.41,0.52,0.04,0.23,0.69,0.19,0.09,0.59,0.56,0.13,0.42,0.74,0.35,0.41,0.43,0.4,0.39,0.39,0.41,0.44,0.43,0.44,0.38,0.41,0.41,0.37,0.41,0.3925,"occupied",-1.16188516715011,0.152094372268809,0.104309583385733
"92","COAST","COASTP01","tran_596","P01",4,"C",61,"A","HERB","HERB",0,0,1,1,1,NA,0,0,0.693147180559945,NA,1,0,1,0,4.12713438504509,NA,NA,1.89212509786849,1,1,"COAST P01.2","COAST","P01","slab",0,30,10,10,0,50,"#NUM!","-4.E-01","-2.E-01","-2.E-01","#NUM!","-3.E-01",100,100,77.5,80,80.6,0.795,1.17,3,0.31,6.55,2.665,0.13,0.38,NA,27,"trans","Coast Fork Willamette",43.6517,-123.08797,260,11.3,11.61,45.17,515.86,26.7,1,25.7,5.67,17.88,17.88,5.38,1264,207,7,66.99,583,58,58,551,0.32,0.4,0.42,0.35,0.4,0.29,0.36,0.33,0.4,0.49,0.31,0.34,0.43,0.37,0.34,0.38,0.47,0.45,0.38,0.59,0.34,0.28,0.51,0.59,0.26,0.47,0.39,0.3,0.41,0.52,0.04,0.23,0.69,0.19,0.09,0.59,0.56,0.13,0.42,0.74,0.35,0.41,0.43,0.4,0.39,0.39,0.41,0.44,0.43,0.44,0.38,0.41,0.41,0.37,0.41,0.3925,"occupied",1.04568842999159,0.152094372268809,0.104309583385733
"93","COAST","COASTP01","tran_597","P01",1,"C",2,"D","HERB","HERB",0,0,NA,0,0,NA,0,0,NA,NA,0,NA,NA,NA,1.09861228866811,NA,NA,0.170847351753492,1,1,"COAST P01.2","COAST","P01","slab",0,30,10,10,0,50,"#NUM!","-4.E-01","-2.E-01","-2.E-01","#NUM!","-3.E-01",100,100,77.5,80,80.6,0.795,1.17,3,0.31,6.55,2.665,0.13,0.38,NA,27,"trans","Coast Fork Willamette",43.6517,-123.08797,260,11.3,11.61,45.17,515.86,26.7,1,25.7,5.67,17.88,17.88,5.38,1264,207,7,66.99,583,58,58,551,0.32,0.4,0.42,0.35,0.4,0.29,0.36,0.33,0.4,0.49,0.31,0.34,0.43,0.37,0.34,0.38,0.47,0.45,0.38,0.59,0.34,0.28,0.51,0.59,0.26,0.47,0.39,0.3,0.41,0.52,0.04,0.23,0.69,0.19,0.09,0.59,0.56,0.13,0.42,0.74,0.35,0.41,0.43,0.4,0.39,0.39,0.41,0.44,0.43,0.44,0.38,0.41,0.41,0.37,0.41,0.3925,"occupied",-1.06824576004554,0.152094372268809,0.104309583385733
"94","COAST","COASTP02","tran_577","P02",4,"C",58,"A","HERB","HERB",0,0,1,1,1,1,1,1,0.693147180559945,0.693147180559945,1,1,1,1,4.07753744390572,NA,0,1.87179035200135,1,1,"COAST P02.2","COAST","P02","sand",0,75,5,0,0,20,"#NUM!","-2.E-01","-1.E-01","#NUM!","#NUM!","-3.E-01",100,120,74,60,76.96,0.3775,0.69,3.5,0.38,4.06,1.38,0.16,1.23,NA,27,"trans","Coast Fork Willamette",43.6517,-123.08797,260,11.3,11.61,45.17,515.86,26.7,1,25.7,5.67,17.88,17.88,5.38,1264,207,7,66.99,583,58,58,551,0.32,0.4,0.42,0.35,0.4,0.29,0.36,0.33,0.4,0.49,0.31,0.34,0.43,0.37,0.34,0.38,0.47,0.45,0.38,0.59,0.34,0.28,0.51,0.59,0.26,0.47,0.39,0.3,0.41,0.52,0.04,0.23,0.69,0.19,0.09,0.59,0.56,0.13,0.42,0.74,0.35,0.41,0.43,0.4,0.39,0.39,0.41,0.44,0.43,0.44,0.38,0.41,0.41,0.37,0.41,0.3925,"occupied",1.02071493885613,0.152094372268809,0.589888678457246
"95","COAST","COASTP02","tran_586","P02",2,"C",25,"A","HERB","HERB",0,0,1,1,1,NA,0,0,0.693147180559945,NA,1,0,1,0,3.25809653802148,NA,NA,0.784200272984511,1,1,"COAST P02.2","COAST","P02","sand",0,75,5,0,0,20,"#NUM!","-2.E-01","-1.E-01","#NUM!","#NUM!","-3.E-01",100,120,74,60,76.96,0.3775,0.69,3.5,0.38,4.06,1.38,0.16,1.23,NA,27,"trans","Coast Fork Willamette",43.6517,-123.08797,260,11.3,11.61,45.17,515.86,26.7,1,25.7,5.67,17.88,17.88,5.38,1264,207,7,66.99,583,58,58,551,0.32,0.4,0.42,0.35,0.4,0.29,0.36,0.33,0.4,0.49,0.31,0.34,0.43,0.37,0.34,0.38,0.47,0.45,0.38,0.59,0.34,0.28,0.51,0.59,0.26,0.47,0.39,0.3,0.41,0.52,0.04,0.23,0.69,0.19,0.09,0.59,0.56,0.13,0.42,0.74,0.35,0.41,0.43,0.4,0.39,0.39,0.41,0.44,0.43,0.44,0.38,0.41,0.41,0.37,0.41,0.3925,"occupied",-0.314975281951081,0.152094372268809,0.589888678457246
