"modeldataset","presabs","id","lat","long","elev_m","bio1_clim","bio2_clim","bio3_clim","bio4_clim","bio5_clim","bio6_clim","bio7_clim","bio8_clim","bio9_clim","bio10_clim","bio11_clim","bio12_clim","bio13_clim","bio14_clim","bio15_clim","bio16_clim","bio17_clim","bio18_clim","bio19_clim"
"Climate ENM",0,"pseudo.19606",36.601495,-120.955609,744,14.70833333,16.28333333,49.04618474,613.0024223,34.6,1.4,33.2,8.1,22.65,22.68333333,8.1,358,79,1,98.14698602,216,5,9,216
"Climate ENM",0,"pseudo.19607",41.167631,-123.824062,776,10.05,13.11666667,45.22988506,568.0829005,27.5,-1.5,29,3.45,17.16666667,17.21666667,3.45,1682,320,4,83.74607564,875,36,51,875
"Climate ENM",0,"pseudo.19608",39.302457,-121.121704,413,14.5875,15.49166667,47.23069106,617.3812915,33.6,0.8,32.8,7.4,22.46666667,22.46666667,7.4,1079,213,1,89.37353918,601,15,15,601
"Climate ENM",0,"pseudo.19609",32.831498,-116.289622,1162,13.925,17.51666667,52.76104418,596.5183073,33.1,-0.1,33.2,7.866666667,18.91666667,21.81666667,7.383333333,458,98,1,88.22263813,258,24,38,254
"Climate ENM",0,"pseudo.19610",42.028871,-122.555361,1485,7.6,13.88333333,42.45667686,680.2238936,27.1,-5.6,32.7,-0.15,16.01666667,16.38333333,-0.15,704,126,6,73.95164173,360,38,42,360
"Climate ENM",0,"pseudo.19611",33.819541,-118.297813,19,16.275,11.68333333,59.91452991,291.2551209,25.5,6,19.5,12.75,19.35,19.98333333,12.75,366,89,0,104.7181683,236,3,8,236
"Climate ENM",0,"pseudo.19612",33.094409,-116.948412,128,17.25833333,16.58333333,54.73047305,481.3514749,33.5,3.2,30.3,12.21666667,23.13333333,23.55,11.68333333,405,92,2,95.00861074,239,9,13,236
"Climate ENM",0,"pseudo.19613",38.489617,-118.324418,1747,9.529166667,18.14166667,44.14030819,814.1237854,32.2,-8.9,41.1,-0.3,19.3,19.9,-0.3,153,22,6,41.85050853,63,20,23,63
"Climate ENM",0,"pseudo.19614",39.141689,-120.807636,1167,11.74166667,13.45,43.38709677,645.5506224,29.7,-1.3,31,4.583333333,20.03333333,20.1,4.583333333,1296,258,2,88.3275801,721,21,26,721
"Climate ENM",0,"pseudo.19615",34.197085,-117.618752,1134,13.86666667,13.98333333,47.24099099,574.5406597,30.9,1.3,29.6,7.15,21.06666667,21.3,7.15,1127,254,1,100.9110819,686,11,23,686
"Climate ENM",0,"pseudo.19616",43.795504,-122.526271,455,10.87916667,11.64166667,43.43905473,545.0206766,27.3,0.5,26.8,4.95,17.61666667,17.73333333,4.466666667,1308,211,10,62.07167278,592,81,84,560
"Climate ENM",0,"pseudo.19617",35.401897,-119.217291,104,17.42916667,15.99166667,45.82139446,716.9932748,36.8,1.9,34.9,10.28333333,26.1,26.2,8.766666667,150,28,0,81.96976439,83,3,4,79
"Climate ENM",0,"pseudo.19618",36.066976,-121.359361,524,13.55,18.9,57.79816514,481.4325215,33.4,0.7,32.7,8.1,19.53333333,19.65,8.1,628,166,0,113.7215874,434,3,5,434
"Climate ENM",0,"pseudo.19619",37.62764,-119.999765,827,15.45,14.21666667,43.74358974,682.2889284,34.3,1.8,32.5,7.566666667,24,24.4,7.566666667,719,153,1,94.12896193,417,9,13,417
"Climate ENM",0,"pseudo.19620",34.116492,-117.167192,436,16.77916667,16.45833333,51.59352142,564.9233992,34.9,3,31.9,10.21666667,23.81666667,24.15,10.21666667,400,89,1,90.05035767,227,8,14,227
"Climate ENM",0,"pseudo.19621",39.57853,-120.7343,1449,11.09166667,14.85,45.9752322,646.5497004,29.9,-2.4,32.3,3.65,19.25,19.26666667,3.65,1501,298,4,84.0084099,806,32,42,806
"Climate ENM",0,"pseudo.19622",34.357293,-117.706711,1689,11.2,11.21666667,40.49338147,625.074541,27,-0.7,27.7,3.95,19.11666667,19.21666667,3.95,844,189,3,96.24910213,508,20,34,508
"Climate ENM",0,"pseudo.19623",44.141667,-123.322961,144,11.2625,11.375,41.51459854,571.7959148,27.8,0.4,27.4,5.133333333,18.45,18.46666667,4.516666667,1083,190,6,73.3035562,539,47,58,519
"Climate ENM",0,"pseudo.19624",43.690454,-121.677791,1316,6.1125,14.775,42.45689655,702.7385554,26,-8.8,34.8,-2.366666667,14.88333333,14.88333333,-2.366666667,501,82,9,57.69705105,229,50,50,229
"Climate ENM",0,"pseudo.19625",40.456758,-124.306025,146,11.57083333,8.708333333,48.11233886,374.2960565,21.6,3.5,18.1,8,15.8,16.5,7.433333333,1113,193,2,78.72749574,547,24,26,545
"Climate ENM",0,"pseudo.19626",39.551448,-123.330876,722,12.80833333,17.8,55.4517134,527.6182906,32,-0.1,32.1,6.716666667,19.43333333,19.51666667,6.716666667,1238,262,1,93.74709188,726,12,24,726
"Climate ENM",0,"pseudo.19627",39.398859,-123.041121,732,13.15416667,17.55833333,52.56986028,584.0005383,33.5,0.1,33.4,6.2,20.31666667,20.58333333,6.2,1134,230,1,90.90231253,651,10,26,651
"Climate ENM",0,"pseudo.19628",39.554772,-120.579025,1579,11.10416667,14.59166667,45.59895833,643.5500204,29.4,-2.6,32,3.733333333,19.15,19.28333333,3.733333333,1524,290,5,83.25021008,818,38,45,818
"Climate ENM",0,"pseudo.19629",39.515435,-123.398699,596,12.06666667,17.35,57.26072607,476.341805,30.1,-0.2,30.3,6.55,18.03333333,18.08333333,6.55,1258,275,1,95.60669409,748,12,22,748
"Climate ENM",0,"pseudo.19630",43.027094,-122.307025,1385,6.1125,12.475,42.14527027,608.1160363,24.3,-5.3,29.6,0.283333333,13.38333333,14.4,-0.666666667,1221,187,12,62.65255131,544,79,90,530
"Climate ENM",0,"pseudo.19631",42.025812,-123.58203,1139,9.8,14.23333333,48.08558559,577.1048432,27.9,-1.7,29.6,3.283333333,16.8,17.48333333,3.283333333,1486,285,6,83.31446584,782,43,48,782
"Climate ENM",0,"pseudo.19632",41.588151,-124.023062,355,11.1625,8.458333333,48.33333333,347.8578929,20.9,3.4,17.5,7.666666667,15.21666667,15.81666667,7.316666667,1965,326,8,74.47109623,938,64,76,919
"Climate ENM",0,"pseudo.19633",39.224085,-120.697853,1012,12.07916667,11.95833333,41.23563218,634.9783759,28.8,-0.2,29,5.066666667,20.18333333,20.25,5.066666667,1414,280,3,87.22415248,776,26,29,776
"Climate ENM",0,"pseudo.19634",38.706488,-120.609759,1050,13.68333333,13.75,43.23899371,673.0471189,32.4,0.6,31.8,6.116666667,22.23333333,22.4,6.116666667,1180,241,2,89.6331276,666,19,27,666
"Climate ENM",0,"pseudo.19635",34.724318,-119.124342,1697,10,11.46666667,41.09916368,637.109952,26.5,-1.4,27.9,3.133333333,17.98333333,18.41666667,3.133333333,457,104,0,104.140823,289,6,10,289
"Climate ENM",0,"pseudo.19636",34.108508,-116.04668,693,18.8,16.71666667,45.30261969,773.6895078,38.8,1.9,36.9,9.583333333,21.91666667,28.6,9.583333333,128,19,0,53.13196369,54,10,26,54
"Climate ENM",0,"pseudo.19637",41.917805,-123.653147,1614,7.629166667,11.50833333,43.59217172,571.1052217,23.5,-2.9,26.4,1.95,15.5,15.5,1.383333333,1959,309,7,72.36519306,901,68,68,899
"Climate ENM",0,"pseudo.19638",39.107794,-118.363094,2038,8.558333333,17.76666667,46.26736111,742.8686209,31.1,-7.3,38.4,0.133333333,18.28333333,18.28333333,0.133333333,171,22,7,28.39427553,56,29,29,56
"Climate ENM",0,"pseudo.19639",36.357945,-116.265378,695,17.24583333,17.60833333,43.80182421,852.2815858,38.6,-1.6,40.2,8.95,17.46666667,27.98333333,7.016666667,80,13,2,47.62804848,34,10,14,33
"Climate ENM",0,"pseudo.19640",43.648833,-123.189994,241,11.2625,12.30833333,44.59541063,543.9716111,28,0.4,27.6,5.35,18.08333333,18.08333333,4.75,1082,169,8,63.70708017,489,56,56,472
"Climate ENM",0,"pseudo.19641",42.3539,-122.232866,1784,4.816666667,13.36666667,43.3982684,623.7326545,23.5,-7.3,30.8,-2.366666667,13.13333333,13.13333333,-2.366666667,1242,179,5,56.16810642,501,95,95,501
"Climate ENM",0,"pseudo.19642",36.597482,-120.812807,363,16.45833333,17.05,49.42028986,628.4679544,36.7,2.2,34.5,9.3,24.5,24.5,9.3,219,49,1,95.61123283,134,3,3,134
"Climate ENM",0,"pseudo.19643",35.928242,-118.417363,2443,7.329166667,12.99166667,44.64490263,589.8823393,24.9,-4.2,29.1,1.2,14.9,15.21666667,1.2,730,220,3,115.7638366,500,13,15,500
"Climate ENM",0,"pseudo.19644",36.258848,-118.675042,2276,6.483333333,13.75,43.92971246,639.262122,25.2,-6.1,31.3,-0.3,14.85,14.88333333,-0.3,931,216,3,99.93827925,566,15,16,566
"Climate ENM",0,"pseudo.19645",39.315024,-123.495248,196,12.27083333,15.60833333,61.45013123,359.8702944,26.7,1.3,25.4,7.95,16.68333333,16.68333333,7.95,977,221,1,97.35474393,595,10,10,595
"Climate ENM",0,"pseudo.19646",40.850008,-121.592476,1196,10.43333333,16.78333333,47.54485364,681.9635199,30.9,-4.4,35.3,2.3,19.03333333,19.03333333,2.3,687,112,4,68.83368985,332,31,31,332
"Climate ENM",0,"pseudo.19647",38.85502,-120.445963,1420,11.53333333,15.71666667,47.48237664,639.51094,30.7,-2.4,33.1,4.15,19.43333333,19.9,4.15,1273,247,3,86.25373229,704,31,38,704
"Climate ENM",0,"pseudo.19648",34.986874,-118.438307,1790,10.49166667,13.13333333,44.97716895,627.3893721,27.6,-1.6,29.2,3.683333333,18.6,18.81666667,3.683333333,488,114,3,104.5902133,319,9,14,319
"Climate ENM",0,"pseudo.19649",44.250532,-122.681189,495,10.8875,10.65833333,41.31136951,534.6499492,26.7,0.9,25.8,5.05,17.46666667,17.6,4.616666667,1634,260,15,60.32825993,733,107,117,675
"Climate ENM",0,"pseudo.19650",41.483407,-122.578889,1105,10.0875,16.89166667,47.05199629,690.6621494,31.6,-4.3,35.9,1.866666667,18.55,18.9,1.866666667,574,93,5,65.07854008,266,28,36,266
"Climate ENM",0,"pseudo.19651",39.380632,-122.970194,849,13.07083333,18.175,53.29912023,584.0900395,34,-0.1,34.1,6.083333333,20.33333333,20.38333333,6.083333333,1154,230,1,90.76976222,661,11,26,661
"Climate ENM",0,"pseudo.19652",40.29484,-122.568142,270,17,14.35,41.47398844,726.6048069,37.3,2.7,34.6,8.5,25.98333333,26.35,8.5,686,141,1,89.5029143,398,10,24,398
"Climate ENM",0,"pseudo.19653",37.818311,-117.523415,1299,12.3,17.86666667,40.69855733,943.1427155,35.5,-8.4,43.9,7.316666667,12.35,24.13333333,0.783333333,86,11,4,22.65882693,29,17,19,25
"Climate ENM",0,"pseudo.19654",43.135245,-123.061109,648,12.5875,12.59166667,45.29376499,566.9580913,29.5,1.7,27.8,6.233333333,19.01666667,20,5.9,1234,208,10,63.25333728,560,63,74,527
"Climate ENM",0,"pseudo.19655",40.133144,-122.98988,1756,9.2,12.11666667,41.92618224,640.7133808,26.7,-2.2,28.9,2.1,17.05,17.78333333,2.1,1698,336,2,90.82403475,981,25,30,981
"Climate ENM",0,"pseudo.19656",38.247974,-117.81835,1703,10.14583333,17.975,44.27339901,824.7050667,32.8,-7.8,40.6,0.616666667,10.3,20.96666667,0.616666667,114,14,5,26.47425948,37,20,24,37
"Climate ENM",0,"pseudo.19657",40.258072,-120.274066,1215,9.733333333,17.35,44.03553299,790.000959,31.9,-7.5,39.4,0.033333333,19.05,19.58333333,0.033333333,271,53,3,67.10466323,135,15,22,135
"Climate ENM",0,"pseudo.19658",39.791654,-123.575193,574,12.1125,16.175,54.64527027,497.1378307,29.8,0.2,29.6,6.433333333,18.3,18.46666667,6.433333333,1706,386,2,96.25477906,1013,15,31,1013
"Climate ENM",0,"pseudo.19659",40.906835,-122.286973,625,14.99166667,14.73333333,44.24424424,697.4786844,34.5,1.2,33.3,6.616666667,23.63333333,23.63333333,6.616666667,1842,381,3,92.16283855,1096,35,35,1096
"Climate ENM",0,"pseudo.19660",39.332421,-120.154844,1752,6.058333333,18,47.24409449,693.1116706,27.4,-10.7,38.1,-2.333333333,14.65,14.65,-2.333333333,709,141,7,83.24939507,392,31,31,392
"Climate ENM",0,"pseudo.19661",40.164888,-123.705718,971,11.52083333,16.79166667,51.82613169,574.1454454,31.3,-1.1,32.4,4.883333333,18.66666667,18.76666667,4.883333333,1622,325,2,87.43010822,908,23,35,908
"Climate ENM",0,"pseudo.19662",39.754152,-120.755631,1942,9.520833333,14.14166667,44.4706499,660.2184843,28,-3.8,31.8,2.15,17.9,18.01666667,2.15,1497,283,5,81.19983125,784,39,52,784
"Climate ENM",0,"pseudo.19663",44.504731,-122.771249,134,11.07916667,11.725,43.58736059,535.2164317,27.5,0.6,26.9,5.283333333,17.8,17.8,4.75,1143,176,9,60.44855003,508,77,77,479
"Climate ENM",0,"pseudo.19664",33.215283,-116.826405,800,14.61666667,18.46666667,53.0651341,589.9781711,34,-0.8,34.8,8.666666667,22.1,22.35,7.9,668,151,2,94.82455115,389,22,30,386
"Climate ENM",0,"pseudo.19665",41.851976,-122.689954,699,10.4125,13.80833333,42.750258,688.8796075,29.7,-2.6,32.3,2.333333333,18.95,19.23333333,2.333333333,549,95,5,74.29534343,278,30,31,278
"Climate ENM",0,"pseudo.19666",44.487574,-122.356132,869,8.858333333,11.58333333,43.06071871,551.9133386,25.2,-1.7,26.9,2.866666667,15.61666667,15.83333333,2.366666667,1992,295,18,60.42539,864,122,129,829
"Climate ENM",0,"pseudo.19667",38.848972,-120.849308,647,14.325,14.43333333,44.41025641,650.4631217,33.1,0.6,32.5,6.85,22.61666667,22.61666667,6.85,1022,210,1,92.07369593,597,12,16,597
"Climate ENM",0,"pseudo.19668",35.573417,-120.085258,587,15.575,16.56666667,50.2020202,634.3840964,34.4,1.4,33,9.216666667,23.6,23.6,8.316666667,210,45,0,89.40113303,125,7,7,111
"Climate ENM",0,"pseudo.19669",33.533657,-117.537867,174,16.3875,15.325,57.18283582,417.0029703,30.2,3.4,26.8,11.51666667,21.41666667,21.85,11.51666667,363,85,1,96.98524724,221,6,11,221
"Climate ENM",0,"pseudo.19670",35.702323,-120.340439,404,14.4875,20.24166667,56.85861423,553.3210682,34.9,-0.7,35.6,8.383333333,21.51666667,21.63333333,8.383333333,383,84,0,100.6537313,236,6,10,236
"Climate ENM",0,"pseudo.19671",40.567454,-122.505376,608,15.72916667,14.29166667,41.66666667,731.7086428,35.9,1.6,34.3,7.25,25.11666667,25.11666667,7.25,1443,277,3,87.17556274,803,30,30,803
"Climate ENM",0,"pseudo.19672",40.782738,-122.017546,609,15.74166667,15.71666667,45.82118562,704.0010115,35.5,1.2,34.3,7.116666667,24.2,24.41666667,7.116666667,1266,233,3,80.44538076,662,32,39,662
"Climate ENM",0,"pseudo.19673",41.796575,-123.678365,1687,7.620833333,11.79166667,44.32957393,566.4059672,23.6,-3,26.6,1.983333333,15.43333333,15.43333333,1.416666667,2577,445,11,71.7432875,1204,99,99,1200
"Climate ENM",0,"pseudo.19674",44.340604,-123.812627,254,11.52916667,10.60833333,43.29931973,514.2844028,26.7,2.2,24.5,6.216666667,17.68333333,18.23333333,5.483333333,1814,313,12,70.31782029,859,86,106,850
"Climate ENM",0,"pseudo.19675",41.307046,-123.988209,259,11.1625,9.425,50.94594595,348.0995482,22,3.5,18.5,7.3,15.18333333,15.83333333,7.3,1758,310,7,76.22851057,865,60,62,865
"Climate ENM",0,"pseudo.19676",43.509748,-121.715906,1361,6.095833333,14.825,43.47507331,686.5641013,25.9,-8.2,34.1,-2.166666667,14.7,14.7,-2.166666667,557,97,8,62.01967459,262,48,48,262
"Climate ENM",0,"pseudo.19677",38.008252,-119.979129,1760,9.995833333,15.09166667,45.59415911,675.6830158,29,-4.1,33.1,2.383333333,18.8,18.8,2.383333333,1069,217,4,88.73909422,610,28,28,610
"Climate ENM",0,"pseudo.19678",39.335104,-122.777422,1050,11.4125,13.74166667,46.89988623,587.8277616,29.4,0.1,29.3,4.733333333,18.65,19.28333333,4.733333333,1333,277,1,93.64008857,785,14,29,785
"Climate ENM",0,"pseudo.19679",41.220425,-123.910662,530,9.65,11.36666667,47.96061885,447.6961226,24,0.3,23.7,4.533333333,14.95,15.56666667,4.533333333,1746,321,5,80.26449939,886,47,57,886
"Climate ENM",0,"pseudo.19680",42.600436,-123.329603,686,9.208333333,11.48333333,41.75757576,605.9096592,26.3,-1.2,27.5,3.1,16.68333333,17.26666667,2.55,851,143,7,69.17630922,404,43,46,398
"Climate ENM",0,"pseudo.19681",40.18678,-123.998779,444,11.82916667,10.94166667,46.1673699,486.9639633,26.2,2.5,23.7,6.433333333,17.55,18.3,6.433333333,1745,338,2,90.40330933,992,22,34,992
"Climate ENM",0,"pseudo.19682",39.801502,-120.96597,1520,9.4,15.48333333,46.35728543,661.3175554,29.1,-4.3,33.4,1.783333333,17.81666667,17.81666667,1.783333333,1461,290,4,87.52175973,826,31,31,826
"Climate ENM",0,"pseudo.19683",40.18537,-120.737848,2063,7.695833333,15.325,43.41359773,727.9562247,28.3,-7,35.3,-0.783333333,17.03333333,17.03333333,-0.783333333,884,199,3,89.39137417,518,23,23,518
"Climate ENM",0,"pseudo.19684",39.108091,-123.419825,503,13.1875,15.60833333,54.95892019,482.3857613,29.7,1.3,28.4,7.583333333,19.15,19.26666667,7.583333333,1003,221,1,97.79206414,612,9,14,612
"Climate ENM",0,"pseudo.19685",44.272122,-123.123632,96,11.275,11.65,41.90647482,571.8570228,28.3,0.5,27.8,4.6,18.46666667,18.53333333,4.6,962,180,4,72.4414619,465,41,49,465
"Climate ENM",0,"pseudo.19686",39.090187,-120.435515,2062,6.579166667,14.925,45.92307692,643.3663538,25.2,-7.3,32.5,-0.716666667,14.66666667,14.95,-0.716666667,1212,227,5,85.5472916,674,35,35,674
"Climate ENM",0,"pseudo.19687",39.594,-121.216778,986,11.72083333,14.425,46.23397436,618.4712029,30.1,-1.1,31.2,4.866666667,19.65,19.65,4.866666667,1763,351,2,90.63577952,1009,26,26,1009
"Climate ENM",0,"pseudo.19688",43.23064,-121.79941,1457,5.908333333,17.23333333,46.07843137,708.4452674,28,-9.4,37.4,-2.783333333,14.61666667,14.61666667,-2.783333333,592,95,8,63.88209053,270,43,43,270
"Climate ENM",0,"pseudo.19689",44.343346,-122.677366,540,10.71666667,10.85,41.73076923,533.3953562,26.6,0.6,26,4.916666667,17.28333333,17.41666667,4.416666667,1576,271,15,62.47063752,730,109,111,676
"Climate ENM",0,"pseudo.19690",39.885179,-123.190031,1209,11.20416667,17.69166667,51.42926357,611.0031183,32.2,-2.2,34.4,4.166666667,18.83333333,19.1,4.166666667,1287,281,1,96.44071917,778,13,25,778
"Climate ENM",0,"pseudo.19691",44.455828,-123.051934,92,11.11666667,11.91666667,43.65079365,554.0238481,27.6,0.3,27.3,5.183333333,18.11666667,18.11666667,4.616666667,969,156,7,63.47181683,436,59,59,430
"Climate ENM",0,"pseudo.19692",34.373289,-117.34293,1096,14.40416667,14.325,44.48757764,672.871926,32.5,0.3,32.2,6.5,22.98333333,22.98333333,6.5,349,72,2,86.74514642,195,11,11,195
"Climate ENM",0,"pseudo.19693",42.182877,-123.978448,1157,9.816666667,11.2,42.58555133,571.2121614,25.9,-0.4,26.3,3.966666667,16.6,17.41666667,3.466666667,3417,560,17,71.78146769,1600,126,155,1583
"Climate ENM",0,"pseudo.19694",37.910003,-117.790534,1586,10.50833333,17.76666667,42.40254574,867.4854815,33.2,-8.7,41.9,0.116666667,10.7,21.58333333,0.116666667,103,13,4,26.49483505,35,18,21,35
"Climate ENM",0,"pseudo.19695",40.256214,-122.227185,127,17.65416667,14.19166667,40.89817483,742.9194815,37.9,3.2,34.7,8.933333333,27.16666667,27.16666667,8.933333333,629,124,2,85.85406121,354,16,16,354
"Climate ENM",0,"pseudo.19696",34.097505,-117.050333,1110,13.74583333,16.00833333,50.82010582,591.1370335,31.9,0.4,31.5,7.1,21.18333333,21.58333333,7.1,541,115,3,88.32196378,299,11,19,299
"Climate ENM",0,"pseudo.19697",40.778864,-123.753273,889,10.3875,17.20833333,50.46432063,618.9842302,31,-3.1,34.1,3.05,18.2,18.2,3.05,1815,380,3,88.35608147,956,39,39,956
"Climate ENM",0,"pseudo.19698",33.229229,-116.183026,144,22.26666667,17.15,45.85561497,744.9354253,41.7,4.3,37.4,13.3,25.03333333,31.51666667,13.3,114,22,1,69.80846665,63,8,14,63
"Climate ENM",0,"pseudo.19699",40.790973,-121.721629,1353,10.00833333,14.91666667,45.33941236,662.3197296,29.4,-3.5,32.9,2.45,18.36666667,18.55,2.45,1139,216,4,76.80043927,585,42,43,585
"Climate ENM",0,"pseudo.19700",33.514323,-116.748906,1184,13.90416667,16.00833333,49.8701973,606.0732716,32.1,0,32.1,7.1,21.65,21.9,7.1,465,100,2,84.75157015,259,24,37,259
"Climate ENM",0,"pseudo.19701",35.042928,-118.457159,2267,7.591666667,14.96666667,50.22371365,582.4081408,24.9,-4.9,29.8,1.5,15.28333333,15.33333333,1.5,675,189,4,114.8744037,470,13,15,470
"Climate ENM",0,"pseudo.19702",43.661923,-123.231065,163,11.67916667,12.625,45.25089606,544.7620762,28.6,0.7,27.9,5.733333333,18.51666667,18.51666667,5.1,1065,168,8,64.47205802,486,54,54,470
"Climate ENM",0,"pseudo.19703",38.856117,-118.238556,1281,11.3375,19.39166667,45.41373927,800.2105547,35.6,-7.1,42.7,1.533333333,20.73333333,21.7,1.533333333,103,13,5,31.9175773,35,15,17,35
"Climate ENM",0,"pseudo.19704",41.129214,-122.994237,1439,9.154166667,16.09166667,47.46804326,648.485853,29.6,-4.3,33.9,1.45,17,17.45,1.45,1301,227,8,76.82361197,659,45,48,659
"Climate ENM",0,"pseudo.19705",37.294318,-119.385561,1590,10.3625,15.275,46.71253823,652.7533468,29.2,-3.5,32.7,3.216666667,18.73333333,19.06666667,3.216666667,855,169,2,90.43577279,491,13,19,491
"Climate ENM",0,"pseudo.19706",40.298338,-124.161864,458,11.25416667,8.941666667,43.83169935,448.3984548,23.2,2.8,20.4,6.416666667,16.26666667,17.33333333,6.416666667,2102,429,2,91.92614113,1222,24,39,1222
"Climate ENM",0,"pseudo.19707",42.388211,-123.970726,522,11.84583333,12.74166667,45.99879663,551.4627587,29.2,1.5,27.7,5.45,18.61666667,18.95,5.45,2250,374,7,76.7309242,1109,61,95,1109
"Climate ENM",0,"pseudo.19708",41.662833,-123.118977,908,10.34166667,14.61666667,47.30312837,620.6039336,28.9,-2,30.9,3,18.28333333,18.28333333,3,702,132,4,79.80338036,371,28,28,371
"Climate ENM",0,"pseudo.19709",35.469142,-118.179045,1458,14.12083333,12.30833333,39.96212121,705.953444,32.3,1.5,30.8,5.983333333,22.98333333,23.28333333,5.983333333,270,55,2,92.70702438,155,17,24,155
"Climate ENM",0,"pseudo.19710",32.870688,-117.232116,96,16.32083333,9.758333333,52.18360071,309.7760066,24.9,6.2,18.7,12.66666667,19.83333333,20.4,12.66666667,305,69,1,94.33332335,183,7,10,183
"Climate ENM",0,"pseudo.19711",40.194445,-124.128487,373,12.65,11.28333333,45.68151147,519.1295162,27.4,2.7,24.7,6.966666667,18.68333333,19.58333333,6.966666667,2067,418,2,91.61225531,1197,24,41,1197
"Climate ENM",0,"pseudo.19712",43.328529,-123.265582,304,11.75416667,13.125,45.89160839,558.778938,29,0.4,28.6,5.633333333,18.8,18.8,5.083333333,928,141,6,62.49118626,406,46,46,394
"Climate ENM",0,"pseudo.19713",41.285584,-122.892717,1667,8.145833333,16.425,47.06303725,668.7350961,29.4,-5.5,34.9,0.233333333,16.18333333,16.76666667,0.233333333,721,128,5,72.7980441,358,29,37,358
"Climate ENM",0,"pseudo.19714",38.554805,-119.925948,2224,4.325,14.46666667,43.83838384,696.2872317,22.8,-10.2,33,-3.85,13.11666667,13.16666667,-3.85,1247,240,7,79.5714931,657,43,48,657
"Climate ENM",0,"pseudo.19715",44.107633,-123.200767,113,11.5,10.95,40.85820896,569.277852,27.9,1.1,26.8,5.4,18.73333333,18.73333333,4.833333333,1081,185,7,70.1880215,526,54,54,505
"Climate ENM",0,"pseudo.19716",44.216078,-122.080864,1291,7.225,13.15,43.25657895,635.758316,26,-4.4,30.4,0.3,15.05,15.16666667,-0.316666667,2054,307,16,62.6936411,901,112,121,883
"Climate ENM",0,"pseudo.19717",38.568246,-122.761009,177,14.2625,16.20833333,58.93939394,432.4986863,29.8,2.3,27.5,8.966666667,19.28333333,19.38333333,8.966666667,880,189,1,99.41816295,548,9,13,548
"Climate ENM",0,"pseudo.19718",41.057383,-122.555933,1946,11.22083333,14.30833333,42.33234714,715.5432086,31.6,-2.2,33.8,3.183333333,19.93333333,20.55,3.183333333,1600,301,5,84.39822417,867,41,41,867
"Climate ENM",0,"pseudo.19719",37.181277,-121.12395,172,17.1875,12.39166667,40.23268398,640.7741234,34.3,3.5,30.8,9.2,24.91666667,24.96666667,9.2,252,56,1,94.51525265,153,4,6,153
"Climate ENM",0,"pseudo.19720",44.396681,-123.264056,78,11.07083333,12.025,42.79359431,572.0793744,28.2,0.1,28.1,5.016666667,18.33333333,18.33333333,4.416666667,1063,204,5,76.14010959,536,43,43,530
"Climate ENM",0,"pseudo.19721",41.419379,-122.905657,1201,10.06666667,17.13333333,47.59259259,694.7214397,31.7,-4.3,36,1.766666667,18.46666667,18.9,1.766666667,608,113,4,82.11286132,334,25,34,334
"Climate ENM",0,"pseudo.19722",38.514014,-118.73193,2280,6.329166667,17.00833333,44.99559083,757.0110433,27.3,-10.5,37.8,-2.783333333,15.88333333,15.88333333,-2.783333333,316,65,8,65.50783798,159,30,30,159
"Climate ENM",0,"pseudo.19723",43.021819,-122.294932,1493,5.758333333,12.6,42.28187919,611.7925723,24,-5.8,29.8,-0.116666667,13.1,14.08333333,-1.066666667,1251,189,12,62.49300669,554,81,92,541
"Climate ENM",0,"pseudo.19724",42.465796,-123.538253,513,11.62916667,11.80833333,42.17261905,579.797999,28.2,0.2,28,5.633333333,18.66666667,19.3,5.366666667,1054,192,6,76.49188793,527,40,48,525
"Climate ENM",0,"pseudo.19725",43.221662,-123.792851,709,10.675,10.61666667,42.98245614,517.2413715,25.9,1.2,24.7,5.4,16.96666667,17.65,4.966666667,2092,331,14,69.68593629,970,89,111,953
"Climate ENM",0,"pseudo.19726",44.225037,-123.806024,292,11.60833333,10.25,42.70833333,509.3616028,26.3,2.3,24,6.316666667,17.7,18.23333333,5.6,2093,357,13,73.20456711,1010,88,115,998
"Climate ENM",0,"pseudo.19727",42.441667,-123.116004,736,10.82083333,14.89166667,46.10423117,651.8486241,30.6,-1.7,32.3,3.183333333,18.95,19.03333333,3.183333333,612,104,4,68.74342846,292,32,32,292
"Climate ENM",0,"pseudo.19728",40.640581,-122.700818,1036,13.95,12.13333333,40.31007752,693.8397772,32,1.9,30.1,6.016666667,23.15,23.15,6.016666667,1461,291,4,86.54499613,817,32,32,817
"Climate ENM",0,"pseudo.19729",40.837146,-123.240832,1103,11.34583333,17.00833333,49.15703276,648.1107451,32.2,-2.4,34.6,3.6,19.51666667,19.51666667,3.6,1260,235,5,82.36527374,676,36,36,676
"Climate ENM",0,"pseudo.19730",42.307392,-122.316244,1531,5.220833333,12.89166667,43.70056497,586.4161505,23.4,-6.1,29.5,-1.4,13.1,13.1,-1.4,1122,161,5,55.333623,457,85,85,457
"Climate ENM",0,"pseudo.19731",37.478126,-119.680772,1800,9.233333333,15.36666667,46.42497482,671.8337637,28.3,-4.8,33.1,2.383333333,17.86666667,18.33333333,2.066666667,985,220,2,93.82054437,569,20,20,569
